date,year,cumdoy,yday,dowy
1972-09-15,1972,366,259,351
1972-09-16,1972,366,260,352
1972-09-17,1972,366,261,353
1972-09-18,1972,366,262,354
1972-09-19,1972,366,263,355
1972-09-20,1972,366,264,356
1972-09-21,1972,366,265,357
1972-09-22,1972,366,266,358
1972-09-23,1972,366,267,359
1972-09-24,1972,366,268,360
1972-09-25,1972,366,269,361
1972-09-26,1972,366,270,362
1972-09-27,1972,366,271,363
1972-09-28,1972,366,272,364
1972-09-29,1972,366,273,365
1972-09-30,1972,366,274,366
1972-10-01,1972,366,275,1
1972-10-02,1972,366,276,2
1972-10-03,1972,366,277,3
1972-10-04,1972,366,278,4
1972-10-05,1972,366,279,5
1972-10-06,1972,366,280,6
1972-10-07,1972,366,281,7
1972-10-08,1972,366,282,8
1972-10-09,1972,366,283,9
1972-10-10,1972,366,284,10
1972-10-11,1972,366,285,11
1972-10-12,1972,366,286,12
1972-10-13,1972,366,287,13
1972-10-14,1972,366,288,14
1972-10-15,1972,366,289,15
1972-10-16,1972,366,290,16
1972-10-17,1972,366,291,17
1972-10-18,1972,366,292,18
1972-10-19,1972,366,293,19
1972-10-20,1972,366,294,20
1972-10-21,1972,366,295,21
1972-10-22,1972,366,296,22
1972-10-23,1972,366,297,23
1972-10-24,1972,366,298,24
1972-10-25,1972,366,299,25
1972-10-26,1972,366,300,26
1972-10-27,1972,366,301,27
1972-10-28,1972,366,302,28
1972-10-29,1972,366,303,29
1972-10-30,1972,366,304,30
1972-10-31,1972,366,305,31
1972-11-01,1972,366,306,32
1972-11-02,1972,366,307,33
1972-11-03,1972,366,308,34
1972-11-04,1972,366,309,35
1972-11-05,1972,366,310,36
1972-11-06,1972,366,311,37
1972-11-07,1972,366,312,38
1972-11-08,1972,366,313,39
1972-11-09,1972,366,314,40
1972-11-10,1972,366,315,41
1972-11-11,1972,366,316,42
1972-11-12,1972,366,317,43
1972-11-13,1972,366,318,44
1972-11-14,1972,366,319,45
1972-11-15,1972,366,320,46
1972-11-16,1972,366,321,47
1972-11-17,1972,366,322,48
1972-11-18,1972,366,323,49
1972-11-19,1972,366,324,50
1972-11-20,1972,366,325,51
1972-11-21,1972,366,326,52
1972-11-22,1972,366,327,53
1972-11-23,1972,366,328,54
1972-11-24,1972,366,329,55
1972-11-25,1972,366,330,56
1972-11-26,1972,366,331,57
1972-11-27,1972,366,332,58
1972-11-28,1972,366,333,59
1972-11-29,1972,366,334,60
1972-11-30,1972,366,335,61
1972-12-01,1972,366,336,62
1972-12-02,1972,366,337,63
1972-12-03,1972,366,338,64
1972-12-04,1972,366,339,65
1972-12-05,1972,366,340,66
1972-12-06,1972,366,341,67
1972-12-07,1972,366,342,68
1972-12-08,1972,366,343,69
1972-12-09,1972,366,344,70
1972-12-10,1972,366,345,71
1972-12-11,1972,366,346,72
1972-12-12,1972,366,347,73
1972-12-13,1972,366,348,74
1972-12-14,1972,366,349,75
1972-12-15,1972,366,350,76
1972-12-16,1972,366,351,77
1972-12-17,1972,366,352,78
1972-12-18,1972,366,353,79
1972-12-19,1972,366,354,80
1972-12-20,1972,366,355,81
1972-12-21,1972,366,356,82
1972-12-22,1972,366,357,83
1972-12-23,1972,366,358,84
1972-12-24,1972,366,359,85
1972-12-25,1972,366,360,86
1972-12-26,1972,366,361,87
1972-12-27,1972,366,362,88
1972-12-28,1972,366,363,89
1972-12-29,1972,366,364,90
1972-12-30,1972,366,365,91
1972-12-31,1972,366,366,92
1973-01-01,1973,365,1,93
1973-01-02,1973,365,2,94
1973-01-03,1973,365,3,95
1973-01-04,1973,365,4,96
1973-01-05,1973,365,5,97
1973-01-06,1973,365,6,98
1973-01-07,1973,365,7,99
1973-01-08,1973,365,8,100
1973-01-09,1973,365,9,101
1973-01-10,1973,365,10,102
1973-01-11,1973,365,11,103
1973-01-12,1973,365,12,104
1973-01-13,1973,365,13,105
1973-01-14,1973,365,14,106
1973-01-15,1973,365,15,107
1973-01-16,1973,365,16,108
1973-01-17,1973,365,17,109
1973-01-18,1973,365,18,110
1973-01-19,1973,365,19,111
1973-01-20,1973,365,20,112
1973-01-21,1973,365,21,113
1973-01-22,1973,365,22,114
1973-01-23,1973,365,23,115
1973-01-24,1973,365,24,116
1973-01-25,1973,365,25,117
1973-01-26,1973,365,26,118
1973-01-27,1973,365,27,119
1973-01-28,1973,365,28,120
1973-01-29,1973,365,29,121
1973-01-30,1973,365,30,122
1973-01-31,1973,365,31,123
1973-02-01,1973,365,32,124
1973-02-02,1973,365,33,125
1973-02-03,1973,365,34,126
1973-02-04,1973,365,35,127
1973-02-05,1973,365,36,128
1973-02-06,1973,365,37,129
1973-02-07,1973,365,38,130
1973-02-08,1973,365,39,131
1973-02-09,1973,365,40,132
1973-02-10,1973,365,41,133
1973-02-11,1973,365,42,134
1973-02-12,1973,365,43,135
1973-02-13,1973,365,44,136
1973-02-14,1973,365,45,137
1973-02-15,1973,365,46,138
1973-02-16,1973,365,47,139
1973-02-17,1973,365,48,140
1973-02-18,1973,365,49,141
1973-02-19,1973,365,50,142
1973-02-20,1973,365,51,143
1973-02-21,1973,365,52,144
1973-02-22,1973,365,53,145
1973-02-23,1973,365,54,146
1973-02-24,1973,365,55,147
1973-02-25,1973,365,56,148
1973-02-26,1973,365,57,149
1973-02-27,1973,365,58,150
1973-02-28,1973,365,59,151
1973-03-01,1973,365,60,152
1973-03-02,1973,365,61,153
1973-03-03,1973,365,62,154
1973-03-04,1973,365,63,155
1973-03-05,1973,365,64,156
1973-03-06,1973,365,65,157
1973-03-07,1973,365,66,158
1973-03-08,1973,365,67,159
1973-03-09,1973,365,68,160
1973-03-10,1973,365,69,161
1973-03-11,1973,365,70,162
1973-03-12,1973,365,71,163
1973-03-13,1973,365,72,164
1973-03-14,1973,365,73,165
1973-03-15,1973,365,74,166
1973-03-16,1973,365,75,167
1973-03-17,1973,365,76,168
1973-03-18,1973,365,77,169
1973-03-19,1973,365,78,170
1973-03-20,1973,365,79,171
1973-03-21,1973,365,80,172
1973-03-22,1973,365,81,173
1973-03-23,1973,365,82,174
1973-03-24,1973,365,83,175
1973-03-25,1973,365,84,176
1973-03-26,1973,365,85,177
1973-03-27,1973,365,86,178
1973-03-28,1973,365,87,179
1973-03-29,1973,365,88,180
1973-03-30,1973,365,89,181
1973-03-31,1973,365,90,182
1973-04-01,1973,365,91,183
1973-04-02,1973,365,92,184
1973-04-03,1973,365,93,185
1973-04-04,1973,365,94,186
1973-04-05,1973,365,95,187
1973-04-06,1973,365,96,188
1973-04-07,1973,365,97,189
1973-04-08,1973,365,98,190
1973-04-09,1973,365,99,191
1973-04-10,1973,365,100,192
1973-04-11,1973,365,101,193
1973-04-12,1973,365,102,194
1973-04-13,1973,365,103,195
1973-04-14,1973,365,104,196
1973-04-15,1973,365,105,197
1973-04-16,1973,365,106,198
1973-04-17,1973,365,107,199
1973-04-18,1973,365,108,200
1973-04-19,1973,365,109,201
1973-04-20,1973,365,110,202
1973-04-21,1973,365,111,203
1973-04-22,1973,365,112,204
1973-04-23,1973,365,113,205
1973-04-24,1973,365,114,206
1973-04-25,1973,365,115,207
1973-04-26,1973,365,116,208
1973-04-27,1973,365,117,209
1973-04-28,1973,365,118,210
1973-04-29,1973,365,119,211
1973-04-30,1973,365,120,212
1973-05-01,1973,365,121,213
1973-05-02,1973,365,122,214
1973-05-03,1973,365,123,215
1973-05-04,1973,365,124,216
1973-05-05,1973,365,125,217
1973-05-06,1973,365,126,218
1973-05-07,1973,365,127,219
1973-05-08,1973,365,128,220
1973-05-09,1973,365,129,221
1973-05-10,1973,365,130,222
1973-05-11,1973,365,131,223
1973-05-12,1973,365,132,224
1973-05-13,1973,365,133,225
1973-05-14,1973,365,134,226
1973-05-15,1973,365,135,227
1973-05-16,1973,365,136,228
1973-05-17,1973,365,137,229
1973-05-18,1973,365,138,230
1973-05-19,1973,365,139,231
1973-05-20,1973,365,140,232
1973-05-21,1973,365,141,233
1973-05-22,1973,365,142,234
1973-05-23,1973,365,143,235
1973-05-24,1973,365,144,236
1973-05-25,1973,365,145,237
1973-05-26,1973,365,146,238
1973-05-27,1973,365,147,239
1973-05-28,1973,365,148,240
1973-05-29,1973,365,149,241
1973-05-30,1973,365,150,242
1973-05-31,1973,365,151,243
1973-06-01,1973,365,152,244
1973-06-02,1973,365,153,245
1973-06-03,1973,365,154,246
1973-06-04,1973,365,155,247
1973-06-05,1973,365,156,248
1973-06-06,1973,365,157,249
1973-06-07,1973,365,158,250
1973-06-08,1973,365,159,251
1973-06-09,1973,365,160,252
1973-06-10,1973,365,161,253
1973-06-11,1973,365,162,254
1973-06-12,1973,365,163,255
1973-06-13,1973,365,164,256
1973-06-14,1973,365,165,257
1973-06-15,1973,365,166,258
1973-06-16,1973,365,167,259
1973-06-17,1973,365,168,260
1973-06-18,1973,365,169,261
1973-06-19,1973,365,170,262
1973-06-20,1973,365,171,263
1973-06-21,1973,365,172,264
1973-06-22,1973,365,173,265
1973-06-23,1973,365,174,266
1973-06-24,1973,365,175,267
1973-06-25,1973,365,176,268
1973-06-26,1973,365,177,269
1973-06-27,1973,365,178,270
1973-06-28,1973,365,179,271
1973-06-29,1973,365,180,272
1973-06-30,1973,365,181,273
1973-07-01,1973,365,182,274
1973-07-02,1973,365,183,275
1973-07-03,1973,365,184,276
1973-07-04,1973,365,185,277
1973-07-05,1973,365,186,278
1973-07-06,1973,365,187,279
1973-07-07,1973,365,188,280
1973-07-08,1973,365,189,281
1973-07-09,1973,365,190,282
1973-07-10,1973,365,191,283
1973-07-11,1973,365,192,284
1973-07-12,1973,365,193,285
1973-07-13,1973,365,194,286
1973-07-14,1973,365,195,287
1973-07-15,1973,365,196,288
1973-07-16,1973,365,197,289
1973-07-17,1973,365,198,290
1973-07-18,1973,365,199,291
1973-07-19,1973,365,200,292
1973-07-20,1973,365,201,293
1973-07-21,1973,365,202,294
1973-07-22,1973,365,203,295
1973-07-23,1973,365,204,296
1973-07-24,1973,365,205,297
1973-07-25,1973,365,206,298
1973-07-26,1973,365,207,299
1973-07-27,1973,365,208,300
1973-07-28,1973,365,209,301
1973-07-29,1973,365,210,302
1973-07-30,1973,365,211,303
1973-07-31,1973,365,212,304
1973-08-01,1973,365,213,305
1973-08-02,1973,365,214,306
1973-08-03,1973,365,215,307
1973-08-04,1973,365,216,308
1973-08-05,1973,365,217,309
1973-08-06,1973,365,218,310
1973-08-07,1973,365,219,311
1973-08-08,1973,365,220,312
1973-08-09,1973,365,221,313
1973-08-10,1973,365,222,314
1973-08-11,1973,365,223,315
1973-08-12,1973,365,224,316
1973-08-13,1973,365,225,317
1973-08-14,1973,365,226,318
1973-08-15,1973,365,227,319
1973-08-16,1973,365,228,320
1973-08-17,1973,365,229,321
1973-08-18,1973,365,230,322
1973-08-19,1973,365,231,323
1973-08-20,1973,365,232,324
1973-08-21,1973,365,233,325
1973-08-22,1973,365,234,326
1973-08-23,1973,365,235,327
1973-08-24,1973,365,236,328
1973-08-25,1973,365,237,329
1973-08-26,1973,365,238,330
1973-08-27,1973,365,239,331
1973-08-28,1973,365,240,332
1973-08-29,1973,365,241,333
1973-08-30,1973,365,242,334
1973-08-31,1973,365,243,335
1973-09-01,1973,365,244,336
1973-09-02,1973,365,245,337
1973-09-03,1973,365,246,338
1973-09-04,1973,365,247,339
1973-09-05,1973,365,248,340
1973-09-06,1973,365,249,341
1973-09-07,1973,365,250,342
1973-09-08,1973,365,251,343
1973-09-09,1973,365,252,344
1973-09-10,1973,365,253,345
1973-09-11,1973,365,254,346
1973-09-12,1973,365,255,347
1973-09-13,1973,365,256,348
1973-09-14,1973,365,257,349
1973-09-15,1973,365,258,350
1973-09-16,1973,365,259,351
1973-09-17,1973,365,260,352
1973-09-18,1973,365,261,353
1973-09-19,1973,365,262,354
1973-09-20,1973,365,263,355
1973-09-21,1973,365,264,356
1973-09-22,1973,365,265,357
1973-09-23,1973,365,266,358
1973-09-24,1973,365,267,359
1973-09-25,1973,365,268,360
1973-09-26,1973,365,269,361
1973-09-27,1973,365,270,362
1973-09-28,1973,365,271,363
1973-09-29,1973,365,272,364
1973-09-30,1973,365,273,365
1973-10-01,1973,365,274,1
1973-10-02,1973,365,275,2
1973-10-03,1973,365,276,3
1973-10-04,1973,365,277,4
1973-10-05,1973,365,278,5
1973-10-06,1973,365,279,6
1973-10-07,1973,365,280,7
1973-10-08,1973,365,281,8
1973-10-09,1973,365,282,9
1973-10-10,1973,365,283,10
1973-10-11,1973,365,284,11
1973-10-12,1973,365,285,12
1973-10-13,1973,365,286,13
1973-10-14,1973,365,287,14
1973-10-15,1973,365,288,15
1973-10-16,1973,365,289,16
1973-10-17,1973,365,290,17
1973-10-18,1973,365,291,18
1973-10-19,1973,365,292,19
1973-10-20,1973,365,293,20
1973-10-21,1973,365,294,21
1973-10-22,1973,365,295,22
1973-10-23,1973,365,296,23
1973-10-24,1973,365,297,24
1973-10-25,1973,365,298,25
1973-10-26,1973,365,299,26
1973-10-27,1973,365,300,27
1973-10-28,1973,365,301,28
1973-10-29,1973,365,302,29
1973-10-30,1973,365,303,30
1973-10-31,1973,365,304,31
1973-11-01,1973,365,305,32
1973-11-02,1973,365,306,33
1973-11-03,1973,365,307,34
1973-11-04,1973,365,308,35
1973-11-05,1973,365,309,36
1973-11-06,1973,365,310,37
1973-11-07,1973,365,311,38
1973-11-08,1973,365,312,39
1973-11-09,1973,365,313,40
1973-11-10,1973,365,314,41
1973-11-11,1973,365,315,42
1973-11-12,1973,365,316,43
1973-11-13,1973,365,317,44
1973-11-14,1973,365,318,45
1973-11-15,1973,365,319,46
1973-11-16,1973,365,320,47
1973-11-17,1973,365,321,48
1973-11-18,1973,365,322,49
1973-11-19,1973,365,323,50
1973-11-20,1973,365,324,51
1973-11-21,1973,365,325,52
1973-11-22,1973,365,326,53
1973-11-23,1973,365,327,54
1973-11-24,1973,365,328,55
1973-11-25,1973,365,329,56
1973-11-26,1973,365,330,57
1973-11-27,1973,365,331,58
1973-11-28,1973,365,332,59
1973-11-29,1973,365,333,60
1973-11-30,1973,365,334,61
1973-12-01,1973,365,335,62
1973-12-02,1973,365,336,63
1973-12-03,1973,365,337,64
1973-12-04,1973,365,338,65
1973-12-05,1973,365,339,66
1973-12-06,1973,365,340,67
1973-12-07,1973,365,341,68
1973-12-08,1973,365,342,69
1973-12-09,1973,365,343,70
1973-12-10,1973,365,344,71
1973-12-11,1973,365,345,72
1973-12-12,1973,365,346,73
1973-12-13,1973,365,347,74
1973-12-14,1973,365,348,75
1973-12-15,1973,365,349,76
1973-12-16,1973,365,350,77
1973-12-17,1973,365,351,78
1973-12-18,1973,365,352,79
1973-12-19,1973,365,353,80
1973-12-20,1973,365,354,81
1973-12-21,1973,365,355,82
1973-12-22,1973,365,356,83
1973-12-23,1973,365,357,84
1973-12-24,1973,365,358,85
1973-12-25,1973,365,359,86
1973-12-26,1973,365,360,87
1973-12-27,1973,365,361,88
1973-12-28,1973,365,362,89
1973-12-29,1973,365,363,90
1973-12-30,1973,365,364,91
1973-12-31,1973,365,365,92
1974-01-01,1974,365,1,93
1974-01-02,1974,365,2,94
1974-01-03,1974,365,3,95
1974-01-04,1974,365,4,96
1974-01-05,1974,365,5,97
1974-01-06,1974,365,6,98
1974-01-07,1974,365,7,99
1974-01-08,1974,365,8,100
1974-01-09,1974,365,9,101
1974-01-10,1974,365,10,102
1974-01-11,1974,365,11,103
1974-01-12,1974,365,12,104
1974-01-13,1974,365,13,105
1974-01-14,1974,365,14,106
1974-01-15,1974,365,15,107
1974-01-16,1974,365,16,108
1974-01-17,1974,365,17,109
1974-01-18,1974,365,18,110
1974-01-19,1974,365,19,111
1974-01-20,1974,365,20,112
1974-01-21,1974,365,21,113
1974-01-22,1974,365,22,114
1974-01-23,1974,365,23,115
1974-01-24,1974,365,24,116
1974-01-25,1974,365,25,117
1974-01-26,1974,365,26,118
1974-01-27,1974,365,27,119
1974-01-28,1974,365,28,120
1974-01-29,1974,365,29,121
1974-01-30,1974,365,30,122
1974-01-31,1974,365,31,123
1974-02-01,1974,365,32,124
1974-02-02,1974,365,33,125
1974-02-03,1974,365,34,126
1974-02-04,1974,365,35,127
1974-02-05,1974,365,36,128
1974-02-06,1974,365,37,129
1974-02-07,1974,365,38,130
1974-02-08,1974,365,39,131
1974-02-09,1974,365,40,132
1974-02-10,1974,365,41,133
1974-02-11,1974,365,42,134
1974-02-12,1974,365,43,135
1974-02-13,1974,365,44,136
1974-02-14,1974,365,45,137
1974-02-15,1974,365,46,138
1974-02-16,1974,365,47,139
1974-02-17,1974,365,48,140
1974-02-18,1974,365,49,141
1974-02-19,1974,365,50,142
1974-02-20,1974,365,51,143
1974-02-21,1974,365,52,144
1974-02-22,1974,365,53,145
1974-02-23,1974,365,54,146
1974-02-24,1974,365,55,147
1974-02-25,1974,365,56,148
1974-02-26,1974,365,57,149
1974-02-27,1974,365,58,150
1974-02-28,1974,365,59,151
1974-03-01,1974,365,60,152
1974-03-02,1974,365,61,153
1974-03-03,1974,365,62,154
1974-03-04,1974,365,63,155
1974-03-05,1974,365,64,156
1974-03-06,1974,365,65,157
1974-03-07,1974,365,66,158
1974-03-08,1974,365,67,159
1974-03-09,1974,365,68,160
1974-03-10,1974,365,69,161
1974-03-11,1974,365,70,162
1974-03-12,1974,365,71,163
1974-03-13,1974,365,72,164
1974-03-14,1974,365,73,165
1974-03-15,1974,365,74,166
1974-03-16,1974,365,75,167
1974-03-17,1974,365,76,168
1974-03-18,1974,365,77,169
1974-03-19,1974,365,78,170
1974-03-20,1974,365,79,171
1974-03-21,1974,365,80,172
1974-03-22,1974,365,81,173
1974-03-23,1974,365,82,174
1974-03-24,1974,365,83,175
1974-03-25,1974,365,84,176
1974-03-26,1974,365,85,177
1974-03-27,1974,365,86,178
1974-03-28,1974,365,87,179
1974-03-29,1974,365,88,180
1974-03-30,1974,365,89,181
1974-03-31,1974,365,90,182
1974-04-01,1974,365,91,183
1974-04-02,1974,365,92,184
1974-04-03,1974,365,93,185
1974-04-04,1974,365,94,186
1974-04-05,1974,365,95,187
1974-04-06,1974,365,96,188
1974-04-07,1974,365,97,189
1974-04-08,1974,365,98,190
1974-04-09,1974,365,99,191
1974-04-10,1974,365,100,192
1974-04-11,1974,365,101,193
1974-04-12,1974,365,102,194
1974-04-13,1974,365,103,195
1974-04-14,1974,365,104,196
1974-04-15,1974,365,105,197
1974-04-16,1974,365,106,198
1974-04-17,1974,365,107,199
1974-04-18,1974,365,108,200
1974-04-19,1974,365,109,201
1974-04-20,1974,365,110,202
1974-04-21,1974,365,111,203
1974-04-22,1974,365,112,204
1974-04-23,1974,365,113,205
1974-04-24,1974,365,114,206
1974-04-25,1974,365,115,207
1974-04-26,1974,365,116,208
1974-04-27,1974,365,117,209
1974-04-28,1974,365,118,210
1974-04-29,1974,365,119,211
1974-04-30,1974,365,120,212
1974-05-01,1974,365,121,213
1974-05-02,1974,365,122,214
1974-05-03,1974,365,123,215
1974-05-04,1974,365,124,216
1974-05-05,1974,365,125,217
1974-05-06,1974,365,126,218
1974-05-07,1974,365,127,219
1974-05-08,1974,365,128,220
1974-05-09,1974,365,129,221
1974-05-10,1974,365,130,222
1974-05-11,1974,365,131,223
1974-05-12,1974,365,132,224
1974-05-13,1974,365,133,225
1974-05-14,1974,365,134,226
1974-05-15,1974,365,135,227
1974-05-16,1974,365,136,228
1974-05-17,1974,365,137,229
1974-05-18,1974,365,138,230
1974-05-19,1974,365,139,231
1974-05-20,1974,365,140,232
1974-05-21,1974,365,141,233
1974-05-22,1974,365,142,234
1974-05-23,1974,365,143,235
1974-05-24,1974,365,144,236
1974-05-25,1974,365,145,237
1974-05-26,1974,365,146,238
1974-05-27,1974,365,147,239
1974-05-28,1974,365,148,240
1974-05-29,1974,365,149,241
1974-05-30,1974,365,150,242
1974-05-31,1974,365,151,243
1974-06-01,1974,365,152,244
1974-06-02,1974,365,153,245
1974-06-03,1974,365,154,246
1974-06-04,1974,365,155,247
1974-06-05,1974,365,156,248
1974-06-06,1974,365,157,249
1974-06-07,1974,365,158,250
1974-06-08,1974,365,159,251
1974-06-09,1974,365,160,252
1974-06-10,1974,365,161,253
1974-06-11,1974,365,162,254
1974-06-12,1974,365,163,255
1974-06-13,1974,365,164,256
1974-06-14,1974,365,165,257
1974-06-15,1974,365,166,258
1974-06-16,1974,365,167,259
1974-06-17,1974,365,168,260
1974-06-18,1974,365,169,261
1974-06-19,1974,365,170,262
1974-06-20,1974,365,171,263
1974-06-21,1974,365,172,264
1974-06-22,1974,365,173,265
1974-06-23,1974,365,174,266
1974-06-24,1974,365,175,267
1974-06-25,1974,365,176,268
1974-06-26,1974,365,177,269
1974-06-27,1974,365,178,270
1974-06-28,1974,365,179,271
1974-06-29,1974,365,180,272
1974-06-30,1974,365,181,273
1974-07-01,1974,365,182,274
1974-07-02,1974,365,183,275
1974-07-03,1974,365,184,276
1974-07-04,1974,365,185,277
1974-07-05,1974,365,186,278
1974-07-06,1974,365,187,279
1974-07-07,1974,365,188,280
1974-07-08,1974,365,189,281
1974-07-09,1974,365,190,282
1974-07-10,1974,365,191,283
1974-07-11,1974,365,192,284
1974-07-12,1974,365,193,285
1974-07-13,1974,365,194,286
1974-07-14,1974,365,195,287
1974-07-15,1974,365,196,288
1974-07-16,1974,365,197,289
1974-07-17,1974,365,198,290
1974-07-18,1974,365,199,291
1974-07-19,1974,365,200,292
1974-07-20,1974,365,201,293
1974-07-21,1974,365,202,294
1974-07-22,1974,365,203,295
1974-07-23,1974,365,204,296
1974-07-24,1974,365,205,297
1974-07-25,1974,365,206,298
1974-07-26,1974,365,207,299
1974-07-27,1974,365,208,300
1974-07-28,1974,365,209,301
1974-07-29,1974,365,210,302
1974-07-30,1974,365,211,303
1974-07-31,1974,365,212,304
1974-08-01,1974,365,213,305
1974-08-02,1974,365,214,306
1974-08-03,1974,365,215,307
1974-08-04,1974,365,216,308
1974-08-05,1974,365,217,309
1974-08-06,1974,365,218,310
1974-08-07,1974,365,219,311
1974-08-08,1974,365,220,312
1974-08-09,1974,365,221,313
1974-08-10,1974,365,222,314
1974-08-11,1974,365,223,315
1974-08-12,1974,365,224,316
1974-08-13,1974,365,225,317
1974-08-14,1974,365,226,318
1974-08-15,1974,365,227,319
1974-08-16,1974,365,228,320
1974-08-17,1974,365,229,321
1974-08-18,1974,365,230,322
1974-08-19,1974,365,231,323
1974-08-20,1974,365,232,324
1974-08-21,1974,365,233,325
1974-08-22,1974,365,234,326
1974-08-23,1974,365,235,327
1974-08-24,1974,365,236,328
1974-08-25,1974,365,237,329
1974-08-26,1974,365,238,330
1974-08-27,1974,365,239,331
1974-08-28,1974,365,240,332
1974-08-29,1974,365,241,333
1974-08-30,1974,365,242,334
1974-08-31,1974,365,243,335
1974-09-01,1974,365,244,336
1974-09-02,1974,365,245,337
1974-09-03,1974,365,246,338
1974-09-04,1974,365,247,339
1974-09-05,1974,365,248,340
1974-09-06,1974,365,249,341
1974-09-07,1974,365,250,342
1974-09-08,1974,365,251,343
1974-09-09,1974,365,252,344
1974-09-10,1974,365,253,345
1974-09-11,1974,365,254,346
1974-09-12,1974,365,255,347
1974-09-13,1974,365,256,348
1974-09-14,1974,365,257,349
1974-09-15,1974,365,258,350
1974-09-16,1974,365,259,351
1974-09-17,1974,365,260,352
1974-09-18,1974,365,261,353
1974-09-19,1974,365,262,354
1974-09-20,1974,365,263,355
1974-09-21,1974,365,264,356
1974-09-22,1974,365,265,357
1974-09-23,1974,365,266,358
1974-09-24,1974,365,267,359
1974-09-25,1974,365,268,360
1974-09-26,1974,365,269,361
1974-09-27,1974,365,270,362
1974-09-28,1974,365,271,363
1974-09-29,1974,365,272,364
1974-09-30,1974,365,273,365
1974-10-01,1974,365,274,1
1974-10-02,1974,365,275,2
1974-10-03,1974,365,276,3
1974-10-04,1974,365,277,4
1974-10-05,1974,365,278,5
1974-10-06,1974,365,279,6
1974-10-07,1974,365,280,7
1974-10-08,1974,365,281,8
1974-10-09,1974,365,282,9
1974-10-10,1974,365,283,10
1974-10-11,1974,365,284,11
1974-10-12,1974,365,285,12
1974-10-13,1974,365,286,13
1974-10-14,1974,365,287,14
1974-10-15,1974,365,288,15
1974-10-16,1974,365,289,16
1974-10-17,1974,365,290,17
1974-10-18,1974,365,291,18
1974-10-19,1974,365,292,19
1974-10-20,1974,365,293,20
1974-10-21,1974,365,294,21
1974-10-22,1974,365,295,22
1974-10-23,1974,365,296,23
1974-10-24,1974,365,297,24
1974-10-25,1974,365,298,25
1974-10-26,1974,365,299,26
1974-10-27,1974,365,300,27
1974-10-28,1974,365,301,28
1974-10-29,1974,365,302,29
1974-10-30,1974,365,303,30
1974-10-31,1974,365,304,31
1974-11-01,1974,365,305,32
1974-11-02,1974,365,306,33
1974-11-03,1974,365,307,34
1974-11-04,1974,365,308,35
1974-11-05,1974,365,309,36
1974-11-06,1974,365,310,37
1974-11-07,1974,365,311,38
1974-11-08,1974,365,312,39
1974-11-09,1974,365,313,40
1974-11-10,1974,365,314,41
1974-11-11,1974,365,315,42
1974-11-12,1974,365,316,43
1974-11-13,1974,365,317,44
1974-11-14,1974,365,318,45
1974-11-15,1974,365,319,46
1974-11-16,1974,365,320,47
1974-11-17,1974,365,321,48
1974-11-18,1974,365,322,49
1974-11-19,1974,365,323,50
1974-11-20,1974,365,324,51
1974-11-21,1974,365,325,52
1974-11-22,1974,365,326,53
1974-11-23,1974,365,327,54
1974-11-24,1974,365,328,55
1974-11-25,1974,365,329,56
1974-11-26,1974,365,330,57
1974-11-27,1974,365,331,58
1974-11-28,1974,365,332,59
1974-11-29,1974,365,333,60
1974-11-30,1974,365,334,61
1974-12-01,1974,365,335,62
1974-12-02,1974,365,336,63
1974-12-03,1974,365,337,64
1974-12-04,1974,365,338,65
1974-12-05,1974,365,339,66
1974-12-06,1974,365,340,67
1974-12-07,1974,365,341,68
1974-12-08,1974,365,342,69
1974-12-09,1974,365,343,70
1974-12-10,1974,365,344,71
1974-12-11,1974,365,345,72
1974-12-12,1974,365,346,73
1974-12-13,1974,365,347,74
1974-12-14,1974,365,348,75
1974-12-15,1974,365,349,76
1974-12-16,1974,365,350,77
1974-12-17,1974,365,351,78
1974-12-18,1974,365,352,79
1974-12-19,1974,365,353,80
1974-12-20,1974,365,354,81
1974-12-21,1974,365,355,82
1974-12-22,1974,365,356,83
1974-12-23,1974,365,357,84
1974-12-24,1974,365,358,85
1974-12-25,1974,365,359,86
1974-12-26,1974,365,360,87
1974-12-27,1974,365,361,88
1974-12-28,1974,365,362,89
1974-12-29,1974,365,363,90
1974-12-30,1974,365,364,91
1974-12-31,1974,365,365,92
1975-01-01,1975,365,1,93
1975-01-02,1975,365,2,94
1975-01-03,1975,365,3,95
1975-01-04,1975,365,4,96
1975-01-05,1975,365,5,97
1975-01-06,1975,365,6,98
1975-01-07,1975,365,7,99
1975-01-08,1975,365,8,100
1975-01-09,1975,365,9,101
1975-01-10,1975,365,10,102
1975-01-11,1975,365,11,103
1975-01-12,1975,365,12,104
1975-01-13,1975,365,13,105
1975-01-14,1975,365,14,106
1975-01-15,1975,365,15,107
1975-01-16,1975,365,16,108
1975-01-17,1975,365,17,109
1975-01-18,1975,365,18,110
1975-01-19,1975,365,19,111
1975-01-20,1975,365,20,112
1975-01-21,1975,365,21,113
1975-01-22,1975,365,22,114
1975-01-23,1975,365,23,115
1975-01-24,1975,365,24,116
1975-01-25,1975,365,25,117
1975-01-26,1975,365,26,118
1975-01-27,1975,365,27,119
1975-01-28,1975,365,28,120
1975-01-29,1975,365,29,121
1975-01-30,1975,365,30,122
1975-01-31,1975,365,31,123
1975-02-01,1975,365,32,124
1975-02-02,1975,365,33,125
1975-02-03,1975,365,34,126
1975-02-04,1975,365,35,127
